,score
0,-0.7102403591792804
1,-0.058031433901166524
2,-0.10272874427523612
3,-0.18399121588848
4,-1.0124848147757433
5,-0.2533071762803043
6,0.7647285948897364
7,0.4021235668995063
8,-0.47657691272212216
9,-0.3113319941765534
10,0.037106779088816044
11,0.2933330606880182
12,0.5304650352740454
13,0.06322756406603203
14,0.5765043545236783
15,-0.5674953572680639
16,-0.7495469951341343
17,-0.16912301235764599
18,0.7980588859881457
19,0.01653701825021342
20,0.8871544335369101
21,0.06411627600075409
22,-0.22834669463620438
23,-0.6245013307020684
24,-0.231534485140677
25,-0.4337620101024839
26,-0.02055521629949217
27,0.04693876502788036
28,0.5971058629512507
29,-0.01071818760408172
30,0.16212799528086363
31,-0.7507465281069379
32,0.3282635441422899
33,-0.47102475516493014
34,0.63772196156786
35,-1.0000001294113667
36,-0.5683281588243079
37,-0.4489841266345344
38,0.8738871820418548
39,1.1214710417053688
40,-0.20474868086988307
41,0.24423712914354695
42,0.8274420874079556
43,-0.3771185482818824
44,1.7112638830126043
45,-1.066274285420385
46,0.3332204612619561
47,-1.468098615853618
48,-0.2520797544544723
49,0.8931473908129333
50,-0.7625587426619937
51,-1.1496093615071816
52,0.05698205877894186
53,1.0040663194557757
54,1.7891915523590773
55,-1.0571306026676346
56,-0.7509251462471749
57,0.26689998655309694
58,1.2492017245426599
59,-0.964450594126395
60,0.11269099899862706
61,-1.1747971003921414
62,-1.1856418148783092
63,-0.5915781447874645
64,-0.13425697497141614
65,0.6455473752643281
66,0.04627727098538825
67,-0.9962732932417413
68,0.4568186621419635
69,-0.03001933345185459
70,0.6695155232060268
71,-1.833837292019941
72,0.4828119998261861
73,-0.53449743461271
74,-0.1430297268188435
75,0.4122538385915539
76,-0.05349883918403969
77,0.7281114433378106
78,-0.8931975782123074
79,-2.292855275045421
80,0.10780264476827184
81,0.4389559268295317
82,-0.6173687243785545
83,-0.9302761242929452
84,-0.3613154696916529
85,-1.1276124538420849
86,-0.5523815894372692
87,0.32921664361997766
88,0.5987803021681504
