,score
0,-0.5999539798002669
1,-0.6259156138134454
2,-0.43274243128285705
3,1.7498790908168154
4,0.26219113467973904
5,0.30454196427688224
6,-1.1558691554429967
7,0.17172771544662924
8,0.7558428732910798
9,0.7360024254916344
10,-0.8878818135410635
11,1.184046530533116
12,-0.24004194679584878
13,0.7849937746903004
14,0.23384953031505568
15,0.7612729549714188
16,0.7489125508341967
17,-0.350981669664881
18,1.559009362203671
19,-0.830229063611307
20,0.6240648246456135
21,-0.3363339726730001
22,-0.1474279102784102
23,-0.6704354770433536
24,0.5986147615285449
25,0.6664465417942647
26,1.4771688717066083
27,1.0053210778842763
28,-0.44480553726533634
29,-0.609892135763354
30,0.013788964219201949
31,0.29559616626590407
32,0.2360074605385663
33,-0.13066799237521626
34,-0.3600390160246846
35,-0.3653672928069668
36,1.1948626793289
37,-0.42453711622814133
38,1.2858683054064075
39,0.8199003650852619
40,0.8797205268979875
41,0.4548182647870221
42,0.7996553864001803
43,0.14081335772756792
44,0.40180321846703
45,0.874157650744726
46,1.1972810330537107
47,-0.13066799237521626
48,-0.5109253671324008
49,0.41083500471198814
50,0.11740553158443373
51,-0.13066799237521626
52,0.24617212399829885
53,1.3626724728799746
54,0.8310390929710294
55,1.4066399762524604
56,-0.3247642155449548
57,-0.42489172626640115
58,0.6786430491154933
59,0.7371684326716694
60,0.02693673356352233
61,0.4432664642825493
62,0.5840890388086011
63,0.5678018455618388
64,0.5028600944369925
65,0.9839740412001337
66,-0.5400505046567067
67,-0.13066799237521626
68,1.223454564833278
69,0.13405320920741365
70,-0.44127268633493927
71,1.1478163026353498
72,1.3392745912491113
73,0.11740553158443373
74,-0.5462929796512398
75,0.8204000839580694
76,0.7225122112288458
77,0.8410791025882798
78,-1.1401918418030157
79,1.2840104477130088
80,1.3421963248146414
81,-0.7334386314127201
82,0.5330889767853804
83,0.02892855073189221
84,0.5221813114829543
85,-0.421152452847068
86,1.4743196140762986
87,-0.127118898474225
88,0.31351128574400805
89,0.1664610468616879
90,-0.18202245844125509
91,0.41562516230504315
92,1.1898150957253266
93,0.25530334842233376
94,0.6004828013426582
95,1.2592712901360548
96,0.4713277638409477
97,-0.3481776282700718
98,0.2011942018404025
99,-0.4167070489552199
100,0.5929594209281233
101,0.6270550316018637
102,0.18089500665506464
103,0.5168727723389401
104,0.738053971536802
105,-0.0664224857686325
106,0.0168804071141323
107,-0.7718876473749983
108,-0.680482904082872
109,0.7681997756315928
110,0.4999975491167525
111,1.142382009595338
112,-0.24739405926505093
113,1.595299218279045
114,1.0141216829351818
115,-0.3715900434673186
116,0.5325201317902939
117,0.5851082109976871
118,1.1977462185074006
119,-0.0856848078878305
120,0.49477529826182937
121,0.851081797439887
122,0.4375276619818517
123,0.21210605182711206
124,-0.13066799237521626
125,0.8791462068075346
126,0.6298034846644971
127,0.08113605561560622
128,0.620750898011116
129,0.004651324369118748
130,1.3122265618876234
131,0.11444217527255551
132,-0.9232588410496725
133,1.7547829438456395
