,score
0,0.7558689576996369
1,0.035823514820250146
2,-0.2468729753819797
3,-0.9048899779987774
4,0.7720743714153284
5,-0.9999999705181173
6,-1.3484931887352003
7,0.36829113608481984
8,-0.6193815072908161
9,-1.274999737045023
10,-0.608837327824395
11,-0.485783331181566
12,1.0782282418726665
13,0.4851538855009609
14,0.5379637030414091
15,-1.0095302076801334
16,0.11388611673966326
17,0.6613273851720167
18,-1.34113048132842
19,0.27335619161529195
20,0.44764542830430737
21,1.7798814110158228
22,0.06702453262707092
23,0.8752022713887553
24,-0.49700064828590007
25,0.26125804427860616
26,-0.2948557061172074
27,0.14331975025861693
28,0.11146848133728221
29,-0.8713817942984248
30,0.01368512128169519
31,-0.6316172172964454
32,-0.7709579577989792
33,2.0222396899937314
34,-1.3781331365493388
35,-0.2133199208582704
36,-1.0055765755079618
37,-0.7207540900227091
38,-1.040761193141709
39,0.3904896881785938
40,-0.2789017213066174
41,-0.3632977369823994
42,-0.22176284189274842
43,-2.133078849330828
44,-0.8844226010149641
45,0.341420509005731
46,0.3917410685329163
47,0.3583638309131448
48,0.9547576972825369
49,0.49658313928301495
50,1.4041945460028522
51,-0.15322686575977082
52,0.13361646203557126
53,0.8820876061928478
54,0.03081053638283171
55,0.8847311039113848
56,-0.20676844787625742
57,-1.4912289614934289
58,0.31158770974564437
59,-0.2091588093713228
60,0.5398206969734505
61,-0.18268240056076562
62,0.867185776499479
63,-0.9897982532128231
64,-0.6617616589216535
65,0.925293987278951
66,-0.2531662154734807
67,-0.11404719892270682
68,1.302466268541459
69,-0.41721802972257915
70,0.9999997806541745
71,-0.6383769480547488
72,-0.295657861434933
73,0.6209806110505633
74,-0.9873584342864763
75,0.017846670464141345
76,0.9999997806541745
77,0.024159097690724163
78,-0.33016991369950743
79,0.6855598978027451
80,0.33353539938246507
81,-0.7758765754386949
82,0.08284391900253646
83,0.15816514263899217
84,-0.9313995008521971
85,-0.8598988658584958
86,-0.851602960169465
87,-0.089787924312138
88,-1.421266979597279
89,0.15285523269799528
90,0.4039595554924151
91,0.36020721669083827
92,-0.2772029328062166
93,0.7117322758568294
94,-0.9234816915733313
95,0.9242482755728754
96,-0.9619525731881668
97,0.8847311039113848
98,0.35719938296959636
99,-1.1989034159094347
100,0.8620350047047198
101,-0.36426072002023174
102,-0.3297853070421086
103,-1.2185896684314828
104,-0.6002766856504853
105,0.8310413015160749
106,0.05501880289615535
107,0.4293692732909267
108,-0.18762950154185193
109,-0.16791140205695224
110,-0.26935639727252736
111,-0.5375405570986651
112,1.1407831932970562
113,-0.9310256652811968
114,-0.5381349444022991
115,0.29066039379283265
116,-0.9649205822820974
117,0.9838484956934292
118,0.81912062500806
119,0.36135471432604777
120,0.11499887418234567
121,0.4726959452710188
122,-1.4785948977461092
123,-0.9761881327886479
124,-0.11634871321630941
125,0.6875884796354481
126,0.375214177349854
127,0.45771761594992105
128,-0.15620078755397132
129,1.0387623247111564
130,-0.3025150035919116
131,0.925293987278951
132,-0.037100729169154745
133,0.5064776030009059
134,-0.265375777696193
135,0.061109381044550715
136,-0.41260424662269646
137,1.3641816389709007
138,-1.00000034208935
139,0.8882908500499249
140,-1.2799784649627557
141,-1.3599756235570901
142,0.2687863402035406
143,1.4212794321028837
144,1.4283090613382494
145,0.3709930482081933
146,0.6385466546367
147,-0.4396420750986099
148,-1.27175745777028
149,-1.3998016791328722
150,-0.4186496515221039
151,1.2083247047826793
152,1.2993961609892237
153,1.1603227324550967
154,-0.5331316442503957
155,0.286574944738249
156,-0.37159953367692483
157,-1.4032868511882397
158,1.4084421948839594
159,0.2680206153616587
160,-0.19035086876474755
161,-0.5736283010563106
162,0.23034555726945088
163,1.0094611177595367
164,0.3039347426686954
165,-1.0696824355089236
166,-0.24695885762860997
167,-0.23440041438591172
168,-0.08528012529369569
169,-1.196642392382837
170,0.529264864755165
171,0.5366522152312851
172,0.5220041337662831
173,0.02894292304271906
174,0.9999997806541745
175,-0.699585785659459
176,-1.0990288079955013
177,-0.6426410659977879
178,0.06892377210662898
179,0.272022801452194
180,1.3989835868899936
181,0.7047740770456932
182,-0.15448319175756248
183,0.4117664997182124
184,-0.3918914951529764
185,1.287027735212628
186,0.4694543792049057
187,-0.08529634539607395
188,0.0336602634853872
189,0.249500513237015
190,1.306594602864487
191,-0.6160900801277271
192,0.20418990657045516
193,0.6484635230434415
194,-0.8372913505182167
195,-0.898055570810776
196,-0.10075394814718247
197,0.039188540562293206
198,0.5845436601228604
199,-0.20676685866523214
200,0.2641550742863082
201,-0.03584276186600638
202,0.34597192614042865
203,0.1485397605329633
204,-0.38714214925808493
205,-1.163019113943647
206,0.04614836681520185
207,0.9404369532662638
208,-0.7271955931680685
209,-0.3659340913579368
210,0.8990480214147669
211,1.223490396320354
212,0.38007661208166127
213,-0.019028305349469476
214,-0.9830704970599802
215,0.4344020777246936
216,-0.26889559983645683
217,0.9838484956934292
218,-0.9852452917615042
219,-0.08402767144622983
