,username,score,category
0,,0.6893211639662922,r
0,,0.3805015405957937,r
0,,-0.21109549063456717,o
0,,0.9546781395031587,r
0,,1.6240356733876968,r
0,,-0.21000191045739253,o
0,,-0.0405679498800352,o
0,,1.3474159802880932,r
0,,0.06674392270835527,r
0,,0.16269513302001326,r
0,,-0.7277817596917739,o
0,,-0.23835030665020684,o
0,,-0.6796861746090852,o
0,,0.19073009596157747,r
0,,1.7150456099344273,r
0,,-1.3453895399634503,o
0,,1.5207476798335124,r
0,,0.033995798132724075,r
0,,0.10453958954747522,r
0,,1.4074296455101525,r
0,,-0.15359919222762983,o
0,,1.3731945097317944,r
0,,1.8601302699982636,r
0,,-0.11069761487914992,o
0,,0.7936338673904368,r
0,,0.8765570759121455,r
0,,1.0441418711922819,r
0,,0.8086477097628499,r
0,,-0.6186062789212621,o
0,,1.0339024239795307,r
0,,0.27730603877437227,r
0,,0.6342244496383977,r
0,,-0.238311741581196,o
0,,0.3938087329459459,r
0,,0.9914937863289575,r
0,,0.36610326744024885,r
0,,0.016923816203639086,r
0,,0.3772835754872091,r
0,,0.9227170796232453,r
0,,1.0436041486797645,r
0,,0.945882994752153,r
0,,-0.35912477122861547,o
0,,0.630663434513737,r
0,,1.6527377686575018,r
0,,0.9194785953375044,r
0,,1.5359347438525786,r
0,,0.05314342732233113,r
0,,1.4511844025969172,r
0,,-0.25055604508912815,o
0,,0.2550127579518802,r
0,,0.6203818750701602,r
0,,0.18923818348159888,r
0,,1.4120555765986913,r
0,,1.2585006515521953,r
0,,-0.12934278200001254,o
0,,1.762738242050692,r
0,,1.3165662079344251,r
0,,0.76497659408335,r
0,,1.232661073430267,r
0,,0.6591121528387105,r
0,,0.7008589436265398,r
0,,-0.3571108955103676,o
0,,-0.16688029963445858,o
0,,0.6293189725285415,r
0,,1.2698918376672979,r
0,,0.5016723477108853,r
0,,0.8203879744779063,r
0,,0.37463594967867925,r
0,,0.2641121514775468,r
0,,1.436588619105781,r
0,,0.5431103154730446,r
0,,1.0996813838566597,r
0,,0.8368502416747206,r
0,,1.3455647748275419,r
0,,0.981097838661473,r
0,,0.2771814675250775,r
0,,0.48696257673164195,r
0,,0.223072582442777,r
0,,-0.02641894523278837,o
0,,-0.5849805670479961,o
0,,0.35862612254029363,r
0,,1.8597342438192288,r
0,,0.6882203050206253,r
0,,-0.039599990655088735,o
0,,1.2743945789519884,r
0,,-0.7583144439764988,o
0,,-0.1673267861604123,o
0,,0.7903183424711826,r
0,,-0.41998938143458026,o
0,,1.3063386801964239,r
0,,1.2282493770861256,r
0,,0.36379125052274613,r
0,,-0.13787076719821142,o
0,,1.2628256247121135,r
0,,-0.4726922003113208,o
0,,0.4428114654971666,r
0,,0.5777202566382864,r
0,,-0.6057276236060272,o
0,,0.20921175383643636,r
0,,0.26193710400937215,r
0,,1.244036308838063,r
0,,0.2261389888440984,r
0,,0.9687456512205672,r
0,,-0.6357757127990613,o
0,,1.3396634094589306,r
0,,-0.40275306468467525,o
0,,-0.029586565295719902,o
0,,-0.297685277934735,o
0,,0.8456300823774889,r
0,,0.49627435563219974,r
0,,0.41742474476427477,r
0,,1.0512849843344148,r
0,,-0.35355503182515025,o
0,,1.5432373323452775,r
0,,0.402769068255774,r
0,,1.0429526040423427,r
0,,-1.3171619830555503,o
0,,0.09567145672493838,r
0,,0.7453927192972278,r
0,,-0.13349842866791448,o
0,,0.5964085935245471,r
0,,0.4944467579718996,r
0,,0.8650213169754286,r
0,,-0.15140978256103643,o
0,,0.4094242194494377,r
0,,1.6757649882111003,r
0,,0.3017257607677151,r
0,,1.750903866481937,r
0,,1.2768080765320295,r
0,,-0.19642045007869857,o
0,,0.6316507498285107,r
0,,0.2977231262748736,r
0,,0.7097257913250279,r
0,,-0.3491552970652879,o
0,,-0.7149383455759986,o
0,,0.746187968893288,r
0,,1.3121883016660574,r
0,,1.0449889148277764,r
0,,-0.5372257970296075,o
0,,1.344114408556501,r
0,,0.7291908703677967,r
0,,1.283432083587578,r
0,,1.1272336421907116,r
0,,2.060450355758034,r
0,,0.7176049774822428,r
0,,0.24171784800669321,r
0,,1.739903266408056,r
0,,-0.12833549941286013,o
0,,1.6935965653966893,r
0,,0.7945588793138698,r
0,,0.990432155684247,r
0,,0.1594757789238938,r
0,,0.5861682475257088,r
0,,0.7520795701054617,r
0,,-0.23693268879651158,o
0,,-0.8758423558882253,o
0,,-1.631418532171734,o
0,,1.0,r
0,,0.3488344803121562,r
0,,0.190810683607384,r
0,,-0.3317541610528837,o
0,,-0.2748956256014088,o
0,,0.6629050742936071,r
0,,0.23590490446223994,r
0,,0.9876097899912992,r
0,,0.35613117193054217,r
0,,0.8966317065039795,r
0,,-0.20561079112352582,o
0,,0.7628302516868462,r
0,,0.23072803632812316,r
0,,-0.18628098359194833,o
0,,1.025552093276829,r
0,,1.3317241629554029,r
0,,1.3239769652070548,r
0,,-0.010104496359977233,o
0,,0.3343062745806625,r
0,,1.7365175562873807,r
0,,2.2716830156584376,r
0,,1.3488654338337172,r
0,,0.3233153872425741,r
0,,0.9068700964556613,r
0,,0.3290940357010363,r
0,,0.15127163677954336,r
0,,0.6001778820505299,r
0,,1.2381264678695783,r
0,,1.9916761914934602,r
0,,1.7267897984699183,r
0,,0.8619081285819561,r
0,,0.28751309460023794,r
0,,1.064445240257668,r
0,,0.5626538658819618,r
0,,0.5362526180772484,r
0,,0.3132543914226416,r
0,,0.3404751484951602,r
0,,0.6092427631551336,r
0,,0.4487159895356618,r
0,,0.7773064188810441,r
0,,-0.9999996579419583,o
0,,1.3532562816324234,r
0,,0.28645037652614963,r
0,,0.2398768711948554,r
0,,-0.45879718321515306,o
0,,1.0768306549464446,r
0,,0.7994650412755682,r
0,,0.33010339928405724,r
0,,0.4585086732835521,r
0,,0.1980590662558696,r
0,,1.1222342083127868,r
0,,-0.6942906046139541,o
0,,1.1309276501300725,r
0,,0.6814885130303647,r
0,,0.8479169191740628,r
0,,1.224959058749714,r
0,,-0.11947100228253824,o
0,,1.5816574995575041,r
0,,0.8433216103984598,r
0,,1.1403981903927767,r
0,,-0.3809140205540354,o
0,,1.7720973754370144,r
0,,0.848055306223467,r
0,,0.5748860121471466,r
0,,-0.06564606765957876,o
0,,0.595940410361049,r
0,,0.5765972662815779,r
0,,0.28758763348932864,r
0,,1.5398480363461924,r
0,,-0.6056189532579798,o
0,,0.03744293834163043,r
0,,1.0056173979080292,r
0,,-0.7836636276667074,o
0,,0.9033928173385086,r
0,,0.1345402483341374,r
0,,1.2244419481503588,r
0,,0.12026030770323165,r
0,,0.4792923578410386,r
0,,1.15000597710621,r
0,,-0.312465058002731,o
0,,0.7383383709683706,r
0,,-0.4230648709504181,o
0,,0.9541109928130191,r
0,,-0.4257142934023259,o
0,,1.5192285601535342,r
0,,-0.41209683779173156,o
0,,0.9061261622356538,r
0,,0.05306591160465579,r
0,,-0.9999996579419583,o
0,,-0.26731042542513717,o
0,,-0.3494895227046395,o
0,,-0.5640188905646015,o
0,,0.11498697099895105,r
0,,0.4966287271288144,r
0,,0.561883777275149,r
0,,0.6690173302614226,r
0,,0.16183222902891464,r
0,,0.346755335966665,r
0,,-0.06897525685794098,o
0,,0.5834447991362608,r
0,,1.2784381131504627,r
0,,-1.4413898160583016,o
0,,0.7938906763935356,r
0,,-0.2768320895668752,o
0,,0.5594556388639758,r
0,,-0.11651973395855497,o
0,,0.9845831849351554,r
0,,0.09740213562208727,r
0,,0.11325484179775858,r
0,,0.8025005282539577,r
0,,0.9810086410145189,r
0,,-1.1608888544981344,o
0,,0.24073876757630291,r
0,,0.7279901962758424,r
0,,-1.0862609152976015,o
0,,0.42450847263993857,r
0,,0.5448917305685466,r
0,,0.5709112161453254,r
0,,1.3110460160997444,r
0,,1.4752332499760703,r
0,,1.1316388714986587,r
0,,0.27011965081439665,r
0,,0.8826536329553301,r
0,,0.4156493371147085,r
0,,0.35658859390501957,r
0,,-0.04754762616888458,o
0,,0.3875815141112496,r
0,,0.7985595055744668,r
0,,0.019384500610722444,r
0,,-1.0275869415913812,o
0,,1.0406479732437373,r
0,,0.5080797122893337,r
0,,0.5044860086787086,r
0,,-0.2349665584035039,o
0,,2.085948081542427,r
0,,1.2789515651488221,r
0,,0.5237091455519747,r
0,,-0.669139927889697,o
0,,0.21287309306667607,r
0,,0.7817945847629335,r
0,,0.3920028701690393,r
0,,1.057767420348407,r
0,,-0.6874142104134081,o
0,,-0.15242698502084395,o
0,,1.0533947879864447,r
0,,1.3701181423933608,r
0,,1.5852773589785554,r
0,,1.0666381132671237,r
0,,0.49822044056301545,r
0,,-0.985101464816404,o
0,,0.9962503918770653,r
0,,-0.5037726351439625,o
0,,-0.3785506714260215,o
0,,0.8552021288683185,r
0,,1.8002281302412788,r
0,,0.5506126394689326,r
0,,0.9045891002057833,r
0,,0.12694428194860496,r
0,,0.3349684460481776,r
0,,1.1374009079149192,r
0,,0.8810382662161209,r
0,,1.7915198561954586,r
0,,1.0242517911299511,r
0,,1.178263243317249,r
0,,0.38301069838466223,r
0,,2.227547359018837,r
0,,0.6888365554780878,r
0,,1.277704275445404,r
0,,1.319686691619884,r
0,,0.5174077980654408,r
0,,0.6858242123714209,r
0,,0.4798490380723475,r
0,,-0.04650141944484626,o
0,,1.2215905390082435,r
0,,0.5374813861451984,r
0,,0.5411328634980945,r
0,,-0.7116517707097638,o
0,,0.2953305409839992,r
0,,1.3795113135537367,r
0,,-0.39751032613223225,o
0,,0.09822002240190747,r
0,,0.1131013383776357,r
0,,-0.5949532500513941,o
0,,1.3502582867816888,r
0,,1.0358331958042166,r
0,,0.4011575723374258,r
0,,1.2203657553881366,r
0,,1.0267478322628487,r
0,,0.35108042944195966,r
0,,-0.8755153629337331,o
0,,0.1815950020311502,r
0,,0.6090198461015393,r
0,,0.9916644403898509,r
0,,0.11058071556314603,r
0,,2.1411450644123953,r
0,,-1.239641709299275,o
0,,1.078473328674916,r
0,,1.3185366564275278,r
0,,0.20981535680242597,r
0,,-0.45033539869709843,o
0,,0.6099504689915607,r
0,,-0.04005680989805682,o
0,,0.839077879552063,r
0,,0.30620294724312075,r
0,,-2.086385558767331,o
0,,0.29180704516774275,r
0,,0.9537551437979719,r
0,,0.061495821808566775,r
0,,-0.20639861301011592,o
0,,1.3461755795782664,r
0,,0.332933588642682,r
0,,-2.0241795726030487,o
0,,0.7851744796741713,r
0,,0.2964596380184024,r
0,,0.2136915432641187,r
0,,0.18322797761370802,r
0,,0.8028878307776619,r
0,,0.6689403062970647,r
0,,1.0505879183804183,r
0,,-0.799293037458982,o
0,,0.7157214334383886,r
0,,0.9064475051555954,r
0,,-0.11411097357366656,o
0,,0.08778777562890011,r
0,,0.6879413044545184,r
0,,-0.5278259356760104,o
0,,0.2444866942980108,r
0,,0.1002753851538753,r
0,,1.098378663025991,r
0,,0.8132805273358732,r
0,,-0.5255091361979425,o
0,,0.3190140628687948,r
0,,0.70834094756689,r
0,,-0.5879485917693363,o
0,,0.7744791504258728,r
0,,1.1755630608437624,r
0,,-0.8179278828546117,o
0,,0.7281220225842591,r
0,,0.9496485590096386,r
0,,0.8002582607487299,r
0,,-0.19980960327566105,o
0,,-0.8860844119452196,o
0,,0.7363813522041238,r
0,,1.999719449508659,r
0,,-0.7633101799484142,o
0,,0.9119579889809599,r
0,,-0.4190459893555516,o
0,,-0.18010285358055123,o
0,,-0.6858634201168033,o
0,,1.2476358058894066,r
0,,0.18727516365103558,r
0,,0.4172599364701884,r
0,,0.18339261261096124,r
0,,0.3844259673396336,r
0,,1.351642787288991,r
0,,0.9265673801883545,r
0,,0.4325066926002868,r
0,,1.0136722116639842,r
0,,-1.132707316655069,o
0,,-0.20335160878673558,o
0,,0.79812116127319,r
0,,0.3639354872233978,r
0,,0.3706741591356813,r
0,,-0.7460893509856379,o
0,,2.102313256886676,r
0,,-0.2107154405178171,o
0,,0.35546801314514426,r
0,,1.3162065823180062,r
0,,0.9332968898175658,r
0,,-0.4030698614341922,o
0,,0.817798798729747,r
0,,-0.16085241023788782,o
0,,2.3345156401193066,r
0,,1.3031657149935723,r
0,,0.9924175178274506,r
0,,-1.1717604394663852,o
0,,0.1576024216372927,r
0,,1.414296615273071,r
0,,0.21981457196491455,r
0,,0.8180782129419775,r
0,,0.10496162790645197,r
0,,1.186104440617677,r
0,,-0.22869106388403165,o
0,,0.5263963386606598,r
0,,0.13051696378355576,r
0,,-0.591159707564008,o
0,,-0.13076134824573313,o
0,,1.4072998604760811,r
0,,1.2855597951965079,r
0,,0.23133631377642688,r
0,,0.7029855889962169,r
0,,-1.3013432043549809,o
0,,0.33877073356579696,r
0,,0.32152001090823484,r
0,,0.28841831758284636,r
0,,1.8579993459610145,r
0,,0.08003070147318819,r
0,,-0.0860508424881759,o
0,,1.1499353244028623,r
0,,2.1098135501703164,r
0,,0.6730037927432426,r
0,,0.8143999351977336,r
0,,0.6549158004585021,r
0,,0.3648438276814428,r
0,,1.6515175729559979,r
0,,-0.5195797084728014,o
0,,0.753215347428019,r
0,,0.8750722856871154,r
0,,-0.48994658208054487,o
0,,0.9149731668362682,r
0,,0.1322238173664802,r
0,,0.08058490016540476,r
0,,-0.2629100111028163,o
0,,0.6286577954384378,r
0,,2.0036331499533357,r
0,,0.4868975073100534,r
0,,-0.09897255357713486,o
0,,1.1655501132082284,r
0,,-0.14811508339797363,o
0,,0.9419615529348961,r
0,,0.30647308718983096,r
0,,0.8740588254680008,r
0,,1.0486324561128793,r
0,,1.0385135813598851,r
0,,1.2873331393293908,r
0,,0.6526549326643152,r
0,,0.38852233554590837,r
0,,1.5728854692336085,r
0,,-0.2080030333735844,o
0,,1.209833359430582,r
0,,0.7615600169409411,r
0,,-0.6565860408522946,o
0,,-0.1924296621172367,o
0,,0.07613534304882702,r
0,,0.8589471255112833,r
0,,-0.7639803020944858,o
0,,0.45775593540628307,r
0,,-0.11042608916161939,o
0,,0.8211300313086434,r
0,,0.3205439529413024,r
0,,0.31250425349003624,r
0,,0.018160363751574427,r
0,,2.776603790755886,r
0,,-1.3797712683131602,o
0,,-0.11291551082074189,o
0,,0.2833306471839439,r
0,,1.3689571005284646,r
0,,1.041624336895147,r
0,,1.6566789766105567,r
0,,1.0,r
0,,-0.7316041277485119,o
0,,0.6731969942087155,r
0,,-0.2953724375530187,o
0,,1.0754408568647835,r
0,,1.3236124971838579,r
0,,0.740611200701659,r
0,,1.002147027172026,r
0,,-0.35335647717477353,o
0,,0.7808909014623362,r
0,,0.9449215337489745,r
0,,-0.4021221313167088,o
0,,-0.0025442456136302027,o
0,,0.09430452713506715,r
0,,0.4228003743631989,r
0,,0.9595346801368942,r
0,,0.38628122448991203,r
0,,1.3166880918408568,r
0,,-0.5435812735859539,o
0,,1.6860357429058281,r
0,,0.7955079281349187,r
0,,-0.8962157552270271,o
0,,0.9887279878642048,r
0,,0.8759376353207553,r
0,,0.1904176956593034,r
0,,1.3174666809246762,r
0,,1.2181832721415506,r
0,,0.3428603235431325,r
0,,1.6628411419094549,r
0,,1.7657819624548443,r
0,,0.6634940461240098,r
0,,-0.08495290777289993,o
0,,0.30470706420644095,r
0,,2.019104338261285,r
0,,0.29720496456536466,r
0,,0.5402882992588969,r
0,,-1.028430020085703,o
0,,0.21305276767021492,r
0,,-0.18929086545539214,o
0,,2.6952216176844677,r
0,,-0.6790530600309174,o
0,,-1.2401010543908275,o
0,,1.4477886760400025,r
0,,-0.012674963116137528,o
0,,2.0192295605288435,r
0,,1.0535370787949354,r
0,,-0.47497276937954624,o
0,,0.5079135203064118,r
0,,0.6560449066692997,r
0,,0.8590487137817495,r
0,,1.7193153359759354,r
0,,1.1835602968540473,r
0,,0.7888571293702422,r
0,,-0.5674852110490984,o
0,,0.5938029851225994,r
0,,0.9812953691245108,r
0,,-0.06808262286824263,o
0,,0.512375528332226,r
0,,0.03192393526595877,r
0,,0.09148193902841639,r
0,,0.03984358470637228,r
0,,0.28674570140755234,r
0,,2.021588853469599,r
0,,1.0019594929557323,r
0,,0.08172084419319325,r
0,,-0.22008754345177806,o
0,,-0.48654278946373863,o
0,,0.3106562908277702,r
0,,0.4568713812889051,r
0,,1.3406709950805031,r
0,,1.1067316010961816,r
0,,0.47103238382072005,r
0,,0.22222272200331467,r
0,,-0.2150537113901016,o
0,,1.4229074472016299,r
0,,1.6203738747464143,r
0,,0.7124554404641514,r
0,,0.007654137549148621,r
0,,1.4435705865540693,r
0,,0.7896752460661245,r
0,,1.3890577406679991,r
0,,-0.8368155217925366,o
0,,-0.3092745254843342,o
0,,0.08366183439795388,r
0,,0.430182531542402,r
0,,0.44520842496601826,r
0,,1.2730794531492675,r
0,,0.5272940097084575,r
0,,-1.6971670410632078,o
0,,0.10479961343251304,r
0,,0.1410541671467656,r
0,,0.33121584078921235,r
0,,0.9833834174227223,r
0,,0.3551348274088251,r
0,,-0.23324375537205694,o
0,,0.19682793647129754,r
0,,0.7228241268647062,r
0,,0.05576873653658887,r
0,,2.1063540642191003,r
0,,0.4941907212027044,r
0,,0.5327715291774546,r
0,,-0.8510455146411859,o
0,,0.003538268970792291,r
0,,0.5980740275548861,r
0,,0.7473009460056477,r
0,,1.2943855806499964,r
0,,1.011550517093378,r
0,,0.78020050525699,r
0,,-0.3801629589026097,o
0,,0.9634126792836546,r
0,,0.6085120355231399,r
0,,0.3658835604853718,r
0,,2.120242342378338,r
0,,0.672038683708186,r
0,,1.1454187484933689,r
0,,1.2714664740273884,r
0,,0.19721298971895634,r
0,,0.09541145489414915,r
0,,1.1175270178393506,r
0,,-0.2578767081694427,o
0,,1.6490849726936168,r
0,,1.0507018083089745,r
0,,0.8520596437043839,r
0,,0.49271685614385335,r
0,,-1.0203425586333474,o
0,,0.9279246799199694,r
0,,-0.9999996579419583,o
0,,-0.03207142168189148,o
0,,-0.17301164605983524,o
0,,0.9876346727862106,r
0,,0.836075151970473,r
0,,0.14856670910514974,r
0,,0.736004690219447,r
0,,0.2769087356975782,r
0,,1.2451383120463548,r
0,,0.9062712841965079,r
0,,1.3349914872218043,r
0,,0.4743026152536675,r
0,,0.3303503906270288,r
0,,1.3067291877276144,r
0,,0.46580888574655793,r
0,,1.1684427659792995,r
0,,0.5757754660868601,r
0,,0.822511365789877,r
0,,-0.10583554304580517,o
0,,0.1902723638444353,r
0,,0.7033888768337637,r
0,,0.2843688021597662,r
0,,0.6411386644497423,r
0,,0.652601566922423,r
0,,1.3218337072855995,r
0,,0.7455963353303177,r
0,,0.12379481963576539,r
0,,0.19794888869728317,r
0,,1.000000061064414,r
0,,0.48098019029361666,r
0,,-0.09359167949138739,o
0,,1.2722735577847655,r
0,,1.6580470138288586,r
0,,1.3443676617130167,r
0,,-0.6162702005304677,o
0,,1.013214746006317,r
0,,0.6184907448024259,r
0,,0.8803552103620256,r
0,,0.49447005378749137,r
0,,0.35730799780009875,r
0,,0.629488885585604,r
0,,-0.40940146530791094,o
0,,0.2794871101156506,r
0,,0.25880782962126164,r
0,,1.1958570504412487,r
0,,-1.6553385080925285,o
0,,0.40608299744755266,r
0,,1.2434020571313833,r
0,,1.1525945234020996,r
0,,0.09814282382042616,r
0,,-0.014927232991440997,o
0,,1.3978032434689307,r
0,,0.5570928335401266,r
0,,-1.2638182418283292,o
0,,0.22535175851921468,r
0,,1.032188864354497,r
0,,-0.6344426138368382,o
0,,0.9315429226096854,r
0,,0.9703757977593894,r
0,,0.3013406282638081,r
0,,1.4929347625470113,r
0,,1.1590480130599743,r
0,,1.4288789142808922,r
0,,1.4611207843046217,r
0,,-0.029976189367539874,o
0,,1.2307161059201328,r
0,,0.6707651469477149,r
0,,-0.2778980639027304,o
0,,0.36631672480176297,r
0,,0.9242672615861744,r
0,,0.0997132760413586,r
0,,0.6667143562167379,r
0,,0.09713257676469772,r
0,,-0.25231621097073703,o
0,,-0.5523931113607596,o
0,,0.020979752824225706,r
0,,1.1028659453181504,r
0,,0.8979020892660117,r
0,,0.15635323039407495,r
0,,-0.05683134821247665,o
0,,0.5412502538539543,r
0,,-0.39623132967075686,o
0,,-0.1980241306026999,o
0,,1.259312453446784,r
0,,0.21464112544955588,r
0,,-0.5305090801721902,o
0,,1.7391799978429305,r
0,,0.6869339552660358,r
0,,0.20671167189194445,r
0,,-0.011952862030673639,o
0,,0.7598178921161605,r
0,,0.42487124596346565,r
0,,0.7101515244811583,r
0,,-0.5345325695960268,o
0,,0.5891971554028139,r
0,,0.07641023634283395,r
0,,1.135306753054367,r
0,,1.188413883522527,r
0,,-0.09149426739421071,o
0,,-0.6592164838542107,o
0,,1.4220369023628472,r
0,,0.8577362341678192,r
0,,0.29171932403705786,r
0,,-1.1496807631239028,o
0,,-0.5632987959213684,o
0,,-0.38762485518353407,o
0,,0.8017677859101928,r
0,,0.6559678645424116,r
0,,-0.060979333701452476,o
0,,-0.2396965072800581,o
0,,1.1843553404174239,r
0,,1.1542287864080665,r
0,,-0.10658736862908552,o
0,,0.22325755141291054,r
0,,-0.5535009217039369,o
0,,0.5698769569976663,r
0,,0.4804939069817385,r
0,,0.640944719346003,r
0,,-0.3910257384749476,o
0,,-1.017901478969353,o
0,,1.1595107138658944,r
0,,1.9676824795813346,r
0,,0.4984746567569455,r
0,,0.6293744095620846,r
0,,-0.7095055249138782,o
0,,-0.1685859786478383,o
0,,-0.31978029016180354,o
0,,-0.06306778056145246,o
0,,0.2875900548667822,r
0,,0.5056792282424607,r
0,,-0.9877130561386378,o
0,,0.025576947812859407,r
0,,0.1558395032413536,r
0,,0.9058552906376072,r
0,,0.8997426086062963,r
0,,1.172493124752225,r
0,,1.5148942273491746,r
0,,0.7939320466928415,r
0,,0.615282700824116,r
0,,0.1364240419840706,r
0,,0.1332061664081628,r
0,,-1.0567829399692705,o
0,,1.3205582241215212,r
0,,0.3757198050711495,r
0,,-0.39167505149296816,o
0,,-0.037026221616859645,o
0,,0.2919669807103314,r
0,,0.8861342384459963,r
0,,-0.11102021387219943,o
0,,0.07774672785207165,r
0,,-0.20298166903804923,o
0,,1.2811231404290362,r
0,,-0.8094066035025518,o
0,,1.1353941732024921,r
0,,0.7382032407055203,r
0,,1.2764824769359897,r
0,,-0.28974604407728644,o
0,,0.793112177233916,r
0,,1.1289399665954478,r
0,,-0.13190125112722956,o
0,,-0.1583710845718569,o
0,,-0.034873900109233025,o
0,,0.9008745289095377,r
0,,0.42713164173301593,r
0,,0.6180226622573728,r
0,,0.5395314999624246,r
0,,1.3305738551990995,r
0,,-0.09116052702084096,o
0,,1.5613092557918682,r
0,,-0.37764402022174126,o
0,,0.5858756780607883,r
0,,0.7795315842718142,r
0,,-0.37577958086767926,o
0,,1.7917337511527753,r
0,,-0.5307477914177171,o
0,,0.6859149482380436,r
0,,0.30611668896643424,r
0,,0.9439868019824862,r
0,,-0.22893511417483098,o
0,,0.7498005837248038,r
0,,0.7711906312422334,r
0,,0.9499560584487077,r
0,,-1.2131613328898019,o
0,,1.1580792581222823,r
0,,0.07264467027724192,r
0,,1.521439428544054,r
0,,1.6581528691161467,r
0,,-0.0869112930214877,o
0,,1.8339584178679837,r
0,,0.4375059380591469,r
0,,1.1925018569424124,r
0,,0.91532523889167,r
0,,1.1261173538058058,r
0,,0.32051942169417497,r
0,,1.6465946125929352,r
0,,-0.21771925801432235,o
0,,0.5294658726999015,r
0,,0.811436205421926,r
0,,1.0531301331497396,r
0,,0.7858965017257922,r
0,,0.19130067319173955,r
0,,-0.03956259935988432,o
0,,0.8871365406579395,r
0,,0.6285872945631381,r
0,,0.8188898609979267,r
0,,0.367668509846466,r
0,,-0.443069492451668,o
0,,0.20857261246724929,r
0,,1.2483153996387883,r
0,,-0.687043778060829,o
0,,1.2035732074617405,r
0,,0.4714596851189143,r
0,,0.35042899478029915,r
0,,0.829532546217361,r
0,,0.16903059311069807,r
0,,-1.118271934828249,o
